Name/Type,Responsible Department,Permit/Fee Name and Description,Statutory Authority ," Fees As of Dec. 31, 2012 ","Fees As of
June 30, 2011","Fees As of April 1, 2012",Notes,Sec. 1-13 Increase Applies?,Sec. 1-14 Admin Fee Applies?,Increase Date,6 Dept. Assignment,"7 Dept. Assignment
",DECIMAL NOTES for PWE,"Fee As Jan 1, 2013",CPI increase 1.024214%in format #.####,Variance,% change,1.024214,PWE SEQUENCE Request,NOTE,Sequence Key,Change
Community Center Level 1 Facilities,Parks and Recreation,Club House Mason (each additional Hour or Fraction Non- Profit),32-69(a), 15.48 ,$15.00,,,Y,,1-Jan,6,1,,$15.85,15.8548,$0.37,2.39%,,,,,
Community Center Level 1 Facilities,Parks and Recreation,Club House Mason (Out after 7:00 pm Commercial),32-69(a), 134.19 ,$130.00,,,Y,,1-Jan,6,1,,$137.43,137.4392,$3.24,2.41%,,,,,
Community Center Level 1 Facilities,Parks and Recreation,Club House Mason (Out after 7:00 pm Non- Profit),32-69(a), 92.90 ,$90.00,,,Y,,1-Jan,6,1,,$95.14,95.1494,$2.24,2.41%,,,,,
Community Center Level 1 Facilities,Parks and Recreation,Club House Mason (Out by 7:00 pm Commercial),32-69(a), 118.71 ,$115.00,,,Y,,1-Jan,6,1,,$121.58,121.5844,$2.87,2.42%,,,,,
Community Center Level 1 Facilities,Parks and Recreation,Club House Mason (Out by 7:00 pm Non- Profit),32-69(a), 77.42 ,$75.00,,,Y,,1-Jan,6,1,,$79.29,79.2946,$1.87,2.42%,,,,,
Community Center Level 1 Facilities,Parks and Recreation,Meeting Room (each additional Hour or Fraction Commercial),32-69(a), 15.48 ,$15.00,,,Y,,1-Jan,6,1,,$15.85,15.8548,$0.37,2.39%,,,,,
Community Center Level 1 Facilities,Parks and Recreation,Meeting Room (each additional Hour or Fraction Non- Profit),32-69(a), 10.32 ,$10.00,,,Y,,1-Jan,6,1,,$10.56,10.5698,$0.24,2.33%,,,,,
Community Center Level 1 Facilities,Parks and Recreation,Meeting Room up to 30 persons (Out after 7:00 pm Commercial),32-69(a), 98.06 ,$95.00,,,Y,,1-Jan,6,1,,$100.43,100.4344,$2.37,2.42%,,,,,
Community Center Level 1 Facilities,Parks and Recreation,Meeting Room up to 30 persons (Out after 7:00 pm Non- Profit),32-69(a), 56.77 ,$55.00,,,Y,,1-Jan,6,1,,$58.14,58.1446,$1.37,2.41%,,,,,
Community Center Level 1 Facilities,Parks and Recreation,Meeting Room up to 30 persons (Out by 7:00 pm Commercial),32-69(a), 82.58 ,$80.00,,,Y,,1-Jan,6,1,,$84.57,84.5795,$1.99,2.41%,,,,,
Community Center Level 1 Facilities,Parks and Recreation,Meeting Room up to 30 persons (Out by 7:00 pm Non- Profit),32-69(a), 41.29 ,$40.00,,,Y,,1-Jan,6,1,,$42.28,42.2897,$0.99,2.40%,,,,,
Community Center Level 1 Facilities,Parks and Recreation,Multipurpose Room (each additional Hour or Fraction Commercial),32-69(a), 20.64 ,$20.00,,,Y,,1-Jan,6,1,,$21.13,21.1397,$0.49,2.37%,,,,,
Community Center Level 1 Facilities,Parks and Recreation,Multipurpose Room (each additional Hour or Fraction Non- Profit),32-69(a), 15.48 ,$15.00,,,Y,,1-Jan,6,1,,$15.85,15.8548,$0.37,2.39%,,,,,
Community Center Level 1 Facilities,Parks and Recreation,Multipurpose Room 30+persons (Out after 7:00 pm Commercial),32-69(a), 113.55 ,$110.00,,,Y,,1-Jan,6,1,,$116.29,116.2994,$2.74,2.41%,,,,,
Community Center Level 1 Facilities,Parks and Recreation,Multipurpose Room 30+persons (Out after 7:00 pm Non- Profit),32-69(a), 72.26 ,$70.00,,,Y,,1-Jan,6,1,,$74.00,74.0097,$1.74,2.41%,,,,,
Community Center Level 1 Facilities,Parks and Recreation,Multipurpose Room 30+persons (Out by 7:00 pm Commercial),32-69(a), 98.06 ,$95.00,,,Y,,1-Jan,6,1,,$100.43,100.4344,$2.37,2.42%,,,,,
Community Center Level 1 Facilities,Parks and Recreation,Multipurpose Room 30+persons (Out by 7:00 pm Non- Profit),32-69(a), 56.77 ,$55.00,,,Y,,1-Jan,6,1,,$58.14,58.1446,$1.37,2.41%,,,,,
Community Center Level 2 Facilities,Parks and Recreation,Building Rental (each additional Hour or Fraction Commercial),32-69(a), 30.96 ,$30.00,,,Y,,1-Jan,6,1,,$31.70,31.7096,$0.74,2.39%,,,,,
Community Center Level 2 Facilities,Parks and Recreation,Building Rental (each additional Hour or Fraction Non-Profit),32-69(a), 25.80 ,$25.00,,,Y,,1-Jan,6,1,,$26.42,26.4247,$0.62,2.40%,,,,,
Community Center Level 2 Facilities,Parks and Recreation,Building Rental (Out after 7:00 pm Commercial),32-69(a), 165.16 ,$160.00,,,Y,,1-Jan,6,1,,$169.15,169.1591,$3.99,2.42%,,,,,
Community Center Level 2 Facilities,Parks and Recreation,Building Rental (Out after 7:00 pm Non- Profit),32-69(a), 134.19 ,$130.00,,,Y,,1-Jan,6,1,,$137.43,137.4392,$3.24,2.41%,,,,,
Community Center Level 2 Facilities,Parks and Recreation,Building Rental (Out by 7:00 pm Commercial),32-69(a), 149.68 ,$145.00,,,Y,,1-Jan,6,1,,$153.30,153.3043,$3.62,2.42%,,,,,
Community Center Level 2 Facilities,Parks and Recreation,Building Rental (Out by 7:00 pm Non- Profit),32-69(a), 108.39 ,$105.00,,,Y,,1-Jan,6,1,,$111.01,111.0145,$2.62,2.42%,,,,,
Community Center Level 2 Facilities,Parks and Recreation,Meeting Room (each additional Hour or Fraction Commercial),32-69(a), 15.48 ,$15.00,,,Y,,1-Jan,6,1,,$15.85,15.8548,$0.37,2.39%,,,,,
Community Center Level 2 Facilities,Parks and Recreation,Meeting Room (each additional Hour or Fraction Non- Profit),32-69(a), 10.32 ,$10.00,,,Y,,1-Jan,6,1,,$10.56,10.5698,$0.24,2.33%,,,,,
Community Center Level 2 Facilities,Parks and Recreation,Meeting Room up to 30 persons (Out after 7:00 pm Commercial),32-69(a), 98.06 ,$95.00,,,Y,,1-Jan,6,1,,$100.43,100.4344,$2.37,2.42%,,,,,
Community Center Level 2 Facilities,Parks and Recreation,Meeting Room up to 30 persons (Out after 7:00 pm Non- Profit),32-69(a), 56.77 ,$55.00,,,Y,,1-Jan,6,1,,$58.14,58.1446,$1.37,2.41%,,,,,
Community Center Level 2 Facilities,Parks and Recreation,Meeting Room up to 30 persons (Out by 7:00 pm Commercial),32-69(a), 82.58 ,$80.00,,,Y,,1-Jan,6,1,,$84.57,84.5795,$1.99,2.41%,,,,,
Community Center Level 2 Facilities,Parks and Recreation,Meeting Room up to 30 persons (Out by 7:00 pm Non- Profit),32-69(a), 41.29 ,$40.00,,,Y,,1-Jan,6,1,,$42.28,42.2897,$0.99,2.40%,,,,,
Community Center Level 2 Facilities,Parks and Recreation,Multipurpose Room (each additional Hour or Fraction Commercial),32-69(a), 20.64 ,$20.00,,,Y,,1-Jan,6,1,,$21.13,21.1397,$0.49,2.37%,,,,,
Community Center Level 2 Facilities,Parks and Recreation,Multipurpose Room (each additional Hour or Fraction Non- Profit),32-69(a), 15.48 ,$15.00,,,Y,,1-Jan,6,1,,$15.85,15.8548,$0.37,2.39%,,,,,
Community Center Level 2 Facilities,Parks and Recreation,Multipurpose Room 30+persons (Out after 7:00 pm Commercial),32-69(a), 113.55 ,$110.00,,,Y,,1-Jan,6,1,,$116.29,116.2994,$2.74,2.41%,,,,,
Community Center Level 2 Facilities,Parks and Recreation,Multipurpose Room 30+persons (Out after 7:00 pm Non- Profit),32-69(a), 72.26 ,$70.00,,,Y,,1-Jan,6,1,,$74.00,74.0097,$1.74,2.41%,,,,,
Community Center Level 2 Facilities,Parks and Recreation,Multipurpose Room 30+persons (Out by 7:00 pm Commercial),32-69(a), 98.06 ,$95.00,,,Y,,1-Jan,6,1,,$100.43,100.4344,$2.37,2.42%,,,,,
Community Center Level 2 Facilities,Parks and Recreation,Multipurpose Room 30+persons (Out by 7:00 pm Non- Profit),32-69(a), 56.77 ,$55.00,,,Y,,1-Jan,6,1,,$58.14,58.1446,$1.37,2.41%,,,,,
Dog Park,Parks and Recreation,Use of off-leash dog recreation areas,32-11(d), TBD ,TBD,,"Subject to the approval of city council as provided in section 32-69 of this Code, the director may establish fees for use of off-leash dog recreation areas. ",N,,,6,6,,TBD,TBD,$0.00,0.00%,,,,,
Glenbrook Golf,Parks and Recreation,Friday - Sunday & Holidays,Motion 2010-0385, 23.00 ,$23.00,,,Y,,1-Jan,6,4,,$23.00,23.0000,$0.00,0.00%,,,,,
Glenbrook Golf,Parks and Recreation,Fri-Sun & Holiday Twilight,Motion 2010-0385, 17.00 ,$17.00,,,Y,,1-Jan,6,4,,$17.00,17.0000,$0.00,0.00%,,,,,
Glenbrook Golf,Parks and Recreation,Fri-Sun & Holiday Twilight 2,Motion 2010-0385, 13.00 ,$13.00,,,Y,,1-Jan,6,4,,$13.00,13.0000,$0.00,0.00%,,,,,
Glenbrook Golf,Parks and Recreation,Junior (Mon.-Thu Only),Motion 2010-0385, 7.00 ,$7.00,,,Y,,1-Jan,6,4,,$7.00,7.0000,$0.00,0.00%,,,,,
Glenbrook Golf,Parks and Recreation,Monday - Thursday,Motion 2010-0385, 16.00 ,$16.00,,,Y,,1-Jan,6,4,,$16.00,16.0000,$0.00,0.00%,,,,,
Glenbrook Golf,Parks and Recreation,Monday-Thursday Twilight,Motion 2010-0385, 13.00 ,$13.00,,,Y,,1-Jan,6,4,,$13.00,13.0000,$0.00,0.00%,,,,,
Glenbrook Golf,Parks and Recreation,Monday-Thursday Twilight 2,Motion 2010-0385, 10.00 ,$10.00,,,Y,,1-Jan,6,4,,$10.00,10.0000,$0.00,0.00%,,,,,
Glenbrook Golf,Parks and Recreation,Senior/Disabled (Mon-Thu),Motion 2010-0385, 10.00 ,$10.00,,,Y,,1-Jan,6,4,,$10.00,10.0000,$0.00,0.00%,,,,,
Hermann Golf,Parks and Recreation,Friday - Sunday & Holidays,Motion 2010-0385, 30.64 ,$30.64,,,Y,,1-Jan,6,4,,$30.64,30.6400,$0.00,0.00%,,,,,
Hermann Golf,Parks and Recreation,Fri-Sun & Holiday Twilight,Motion 2010-0385, 18.78 ,$18.78,,,Y,,1-Jan,6,4,,$18.78,18.7800,$0.00,0.00%,,,,,
Hermann Golf,Parks and Recreation,Fri-Sun & Holiday Twilight 2,Motion 2010-0385, 14.00 ,$14.00,,,Y,,1-Jan,6,4,,$14.00,14.0000,$0.00,0.00%,,,,,
Hermann Golf,Parks and Recreation,Junior (Mon.-Thu Only),Motion 2010-0385, 8.00 ,$8.00,,,Y,,1-Jan,6,4,,$8.00,8.0000,$0.00,0.00%,,,,,
Hermann Golf,Parks and Recreation,Monday - Thursday,Motion 2010-0385, 21.50 ,$21.50,,,Y,,1-Jan,6,4,,$21.50,21.5000,$0.00,0.00%,,,,,
Hermann Golf,Parks and Recreation,Monday-Thursday Twilight,Motion 2010-0385, 14.34 ,$14.34,,,Y,,1-Jan,6,4,,$14.34,14.3400,$0.00,0.00%,,,,,
Hermann Golf,Parks and Recreation,Monday-Thursday Twilight 2,Motion 2010-0385, 11.00 ,$11.00,,,Y,,1-Jan,6,4,,$11.00,11.0000,$0.00,0.00%,,,,,
Hermann Golf,Parks and Recreation,Senior/Disabled (Mon-Thu),Motion 2010-0385, 12.00 ,$12.00,,,Y,,1-Jan,6,4,,$12.00,12.0000,$0.00,0.00%,,,,,
Homer Ford Tennis Center,Parks and Recreation,Junior,Motion No. 90-1569, 1.00 ,$1.00,,,Y,,1-Jan,6,4,,$1.00,1.0000,$0.00,0.00%,,,,,
Homer Ford Tennis Center,Parks and Recreation,Premium Reserved,Motion No. 90-1569, 5.00 ,$5.00,,,Y,,1-Jan,6,4,,$5.00,5.0000,$0.00,0.00%,,,,,
Homer Ford Tennis Center,Parks and Recreation,Premium Walk-on,Motion No. 90-1569, 4.50 ,$4.50,,,Y,,1-Jan,6,4,,$4.50,4.5000,$0.00,0.00%,,,,,
Homer Ford Tennis Center,Parks and Recreation,"Standard, Reserved",Motion No. 90-1569, 3.00 ,$3.00,,,Y,,1-Jan,6,4,,$3.00,3.0000,$0.00,0.00%,,,,,
Homer Ford Tennis Center,Parks and Recreation,"Standard, Walk-on",Motion No. 90-1569, 2.50 ,$2.50,,,Y,,1-Jan,6,4,,$2.50,2.5000,$0.00,0.00%,,,,,
Homer Ford Tennis Center,Parks and Recreation,Tournament/League Weekdays after 6:00pm,Motion No. 90-1569, 5.50 ,$5.50,,,Y,,1-Jan,6,4,,$5.50,5.5000,$0.00,0.00%,,,,,
Homer Ford Tennis Center,Parks and Recreation,Tournament/League Weekdays before 6:00pm,Motion No. 90-1569, 3.50 ,$3.50,,,Y,,1-Jan,6,4,,$3.50,3.5000,$0.00,0.00%,,,,,
Homer Ford Tennis Center,Parks and Recreation,Tournament/League Weekends/Holidays,Motion No. 90-1569, 6.00 ,$6.00,,,Y,,1-Jan,6,4,,$6.00,6.0000,$0.00,0.00%,,,,,
Houston Garden Center,Parks and Recreation,Auditorium (each additional Hour or Fracation weekend Commercial),32-69(a), 36.13 ,$35.00,,,Y,,1-Jan,6,1,,$37.00,37.0048,$0.87,2.41%,,,,,
Houston Garden Center,Parks and Recreation,Auditorium (each additional Hour or Fracation weekend Non- Profit),32-69(a), 30.96 ,$30.00,,,Y,,1-Jan,6,1,,$31.70,31.7096,$0.74,2.39%,,,,,
Houston Garden Center,Parks and Recreation,Auditorium (each additional Hour or Fraction week days Commercial),32-69(a), 36.13 ,$35.00,,,Y,,1-Jan,6,1,,$37.00,37.0048,$0.87,2.41%,,,,,
Houston Garden Center,Parks and Recreation,Auditorium (each additional Hour or Fraction week days Non- Profit),32-69(a), 30.96 ,$30.00,,,Y,,1-Jan,6,1,,$31.70,31.7096,$0.74,2.39%,,,,,
Houston Garden Center,Parks and Recreation,Auditorium (Out after 7:00 pm week days Commercial),32-69(a), 258.07 ,$250.00,,,Y,,1-Jan,6,1,,$264.31,264.3189,$6.24,2.42%,,,,,
Houston Garden Center,Parks and Recreation,Auditorium (Out after 7:00 pm week days Non- Profit),32-69(a), 190.97 ,$185.00,,,Y,,1-Jan,6,1,,$195.59,195.5941,$4.62,2.42%,,,,,
Houston Garden Center,Parks and Recreation,Auditorium (Out by 7:00 pm week days Commercial),32-69(a), 237.42 ,$230.00,,,Y,,1-Jan,6,1,,$243.16,243.1688,$5.74,2.42%,,,,,
Houston Garden Center,Parks and Recreation,Auditorium (Out by 7:00 pm week days Non- Profit),32-69(a), 175.49 ,$170.00,,,Y,,1-Jan,6,1,,$179.73,179.7393,$4.24,2.42%,,,,,
Houston Garden Center,Parks and Recreation,Auditorium (weekend Commercial),32-69(a), 258.07 ,$250.00,,,Y,,1-Jan,6,1,,$264.31,264.3189,$6.24,2.42%,,,,,
Houston Garden Center,Parks and Recreation,Auditorium (weekend Non- Profit),32-69(a), 190.97 ,$185.00,,,Y,,1-Jan,6,1,,$195.59,195.5941,$4.62,2.42%,,,,,
Houston Garden Center,Parks and Recreation,Azalea Room (each additional Hour or Fracation weekend Commercial),32-69(a), 25.80 ,$25.00,,,Y,,1-Jan,6,1,,$26.42,26.4247,$0.62,2.40%,,,,,
Houston Garden Center,Parks and Recreation,Azalea Room (each additional Hour or Fracation weekend Non- Profit),32-69(a), 20.64 ,$20.00,,,Y,,1-Jan,6,1,,$21.13,21.1397,$0.49,2.37%,,,,,
Houston Garden Center,Parks and Recreation,Azalea Room (each additional Hour or Fraction week days Commercial),32-69(a), 25.80 ,$25.00,,,Y,,1-Jan,6,1,,$26.42,26.4247,$0.62,2.40%,,,,,
Houston Garden Center,Parks and Recreation,Azalea Room (each additional Hour or Fraction week days Non- Profit),32-69(a), 20.64 ,$20.00,,,Y,,1-Jan,6,1,,$21.13,21.1397,$0.49,2.37%,,,,,
Houston Garden Center,Parks and Recreation,Azalea Room (Out after 7:00 pm week days Commercial),32-69(a), 144.52 ,$140.00,,,Y,,1-Jan,6,1,,$148.01,148.0194,$3.49,2.41%,,,,,
Houston Garden Center,Parks and Recreation,Azalea Room (Out after 7:00 pm week days Non- Profit),32-69(a), 103.23 ,$100.00,,,Y,,1-Jan,6,1,,$105.72,105.7296,$2.49,2.41%,,,,,
Houston Garden Center,Parks and Recreation,Azalea Room (Out by 7:00 pm week days Commercial),32-69(a), 123.87 ,$120.00,,,Y,,1-Jan,6,1,,$126.86,126.8693,$2.99,2.41%,,,,,
Houston Garden Center,Parks and Recreation,Azalea Room (Out by 7:00 pm week days Non- Profit),32-69(a), 87.74 ,$85.00,,,Y,,1-Jan,6,1,,$89.86,89.8645,$2.12,2.42%,,,,,
Houston Garden Center,Parks and Recreation,Azalea Room (weekend Commercial),32-69(a), 144.52 ,$140.00,,,Y,,1-Jan,6,1,,$148.01,148.0194,$3.49,2.41%,,,,,
Houston Garden Center,Parks and Recreation,Azalea Room (weekend Non- Profit),32-69(a), 103.23 ,$100.00,,,Y,,1-Jan,6,1,,$105.72,105.7296,$2.49,2.41%,,,,,
Houston Garden Center,Parks and Recreation,Building Clean Up,32-69(a), 36.13 ,$35.00,,,Y,,,6,1,,$37.00,37.0048,$0.87,2.41%,,,,,
Houston Garden Center,Parks and Recreation,Circle - West Side (3 hour minimum),32-69(a), 51.61 ,$50.00,,,Y,,1-Jan,6,1,,$52.85,52.8596,$1.24,2.40%,,,,,
Houston Garden Center,Parks and Recreation,Gazebo - East Side (3 hour minimum),32-69(a), 51.61 ,$50.00,,,Y,,1-Jan,6,1,,$52.85,52.8596,$1.24,2.40%,,,,,
Houston Garden Center,Parks and Recreation,Kitchen,32-69(a), 10.32 ,$10.00,,,Y,,,6,1,,$10.56,10.5698,$0.24,2.33%,,,,,
Houston Garden Center,Parks and Recreation,Room Clean Up,32-69(a), 15.48 ,$15.00,,,Y,,,6,1,,$15.85,15.8548,$0.37,2.39%,,,,,
Houston Garden Center,Parks and Recreation,Rose Room (each additional Hour or Fracation weekend Commercial),32-69(a), 20.64 ,$20.00,,,Y,,1-Jan,6,1,,$21.13,21.1397,$0.49,2.37%,,,,,
Houston Garden Center,Parks and Recreation,Rose Room (each additional Hour or Fracation weekend Non- Profit),32-69(a), 15.48 ,$15.00,,,Y,,1-Jan,6,1,,$15.85,15.8548,$0.37,2.39%,,,,,
Houston Garden Center,Parks and Recreation,Rose Room (each additional Hour or Fraction week days Commercial),32-69(a), 20.64 ,$20.00,,,Y,,1-Jan,6,1,,$21.13,21.1397,$0.49,2.37%,,,,,
Houston Garden Center,Parks and Recreation,Rose Room (each additional Hour or Fraction week days Non- Profit),32-69(a), 15.48 ,$15.00,,,Y,,1-Jan,6,1,,$15.85,15.8548,$0.37,2.39%,,,,,
Houston Garden Center,Parks and Recreation,Rose Room (Out after 7:00 pm week days Commercial),32-69(a), 113.55 ,$110.00,,,Y,,1-Jan,6,1,,$116.29,116.2994,$2.74,2.41%,,,,,
Houston Garden Center,Parks and Recreation,Rose Room (Out after 7:00 pm week days Non- Profit),32-69(a), 82.58 ,$80.00,,,Y,,1-Jan,6,1,,$84.57,84.5795,$1.99,2.41%,,,,,
Houston Garden Center,Parks and Recreation,Rose Room (Out by 7:00 pm week days Commercial),32-69(a), 92.90 ,$90.00,,,Y,,1-Jan,6,1,,$95.14,95.1494,$2.24,2.41%,,,,,
Houston Garden Center,Parks and Recreation,Rose Room (Out by 7:00 pm week days Non- Profit),32-69(a), 67.09 ,$65.00,,,Y,,1-Jan,6,1,,$68.71,68.7145,$1.62,2.41%,,,,,
Houston Garden Center,Parks and Recreation,Rose Room (weekend Commercial),32-69(a), 113.55 ,$110.00,,,Y,,1-Jan,6,1,,$116.29,116.2994,$2.74,2.41%,,,,,
Houston Garden Center,Parks and Recreation,Rose Room (weekend Non- Profit),32-69(a), 82.58 ,$80.00,,,Y,,1-Jan,6,1,,$84.57,84.5795,$1.99,2.41%,,,,,
Kingwood Community Center,Parks and Recreation,Auditorium - Full ,32-69(a), 700.00 ,,,,Y,,1-Jan,6,1,,$716.94,,,,,,,,
Kingwood Community Center,Parks and Recreation,Auditorium - Full (each additional Hour or Fracation  Non- Profit),32-69(a), 175.00 ,,,,Y,,1-Jan,6,1,,$179.23,,,,,,,,
Kingwood Community Center,Parks and Recreation,Auditorium  - Full (each additional Hour or Fraction Commercial),32-69(a), 175.00 ,,,,Y,,1-Jan,6,1,,$179.23,,,,,,,,
Kingwood Community Center,Parks and Recreation,Auditorium - Half,32-69(a), 350.00 ,,,,Y,,1-Jan,6,1,,$358.47,,,,,,,,
Kingwood Community Center,Parks and Recreation,Auditorium - Half   (each additional Hour or Fracation  Non- Profit),32-69(a), 50.00 ,,,,Y,,1-Jan,6,1,,$51.21,,,,,,,,
Kingwood Community Center,Parks and Recreation,Auditorium  - Half (each additional Hour or Fraction Commercial),32-69(a), 50.00 ,,,,Y,,1-Jan,6,1,,$51.21,,,,,,,,
Kingwood Community Center,Parks and Recreation,Commercial Kitchen,32-69(a), 250.00 ,,,,Y,,1-Jan,6,1,,$256.05,,,,,,,,
Kingwood Community Center,Parks and Recreation,Commercial Kitchen  (each additional Hour or Fraction Commercial),32-69(a), 100.00 ,,,,Y,,1-Jan,6,1,,$102.42,,,,,,,,
Kingwood Community Center,Parks and Recreation,Meeting Room (up to 30 people),32-69(a), 55.00 ,,,,Y,,1-Jan,6,1,,$56.33,,,,,,,,
Kingwood Community Center,Parks and Recreation,Meeting Room (each additional Hour or Fraction Commercial),32-69(a), 15.00 ,,,,Y,,1-Jan,6,1,,$15.36,,,,,,,,
Kingwood Community Center,Parks and Recreation,Meeting Room (30+ persons),32-69(a), 70.00 ,,,,Y,,1-Jan,6,1,,$71.69,,,,,,,,
Kingwood Community Center,Parks and Recreation,Meeting Room (30+ persons)  additional Hour or Fraction Commercial),32-69(a), 15.00 ,,,,Y,,1-Jan,6,1,,$15.36,,,,,,,,
Kingwood Community Center,Parks and Recreation,Servery (3 hours),32-69(a), 25.00 ,,,,Y,,1-Jan,6,1,,$25.60,,,,,,,,
Kingwood Community Center,Parks and Recreation,Servery (each additional Hour or Fracation  Non- Profit),32-69(a), 15.00 ,,,,Y,,1-Jan,6,1,,$15.36,,,,,,,,
Kingwood Community Center,Parks and Recreation,Auditorium (Full) - Clean Up/Set-up,32-69(a), 150.00 ,,,,Y,,1-Jan,6,1,,$153.63,,,,,,,,
Kingwood Community Center,Parks and Recreation,Auditorium (Half) - Clean Up/Set-up,32-69(a), 75.00 ,,,,Y,,1-Jan,6,1,,$76.81,,,,,,,,
Kingwood Community Center,Parks and Recreation,Meeting Room - Clean Up/Set-up,32-69(a), 25.00 ,,,,Y,,1-Jan,6,1,,$25.60,,,,,,,,
Lake Houston,Parks and Recreation,3-day - Day Camp - $45.00 per person,32-69(a), 45.00 ,$45.00,,,Y,,1-Jan,6,4,,$45.00,45.0000,$0.00,0.00%,,,,,
Lake Houston,Parks and Recreation,5-day - Day Camp - $60.00 per person,32-69(a), 60.00 ,$60.00,,,Y,,1-Jan,6,4,,$60.00,60.0000,$0.00,0.00%,,,,,
Lake Houston,Parks and Recreation,"Family Annual Pass - $25 per pass (allows 4 people per visit, unlimited use for 1 year)",32-69(a), 25.00 ,$25.00,,,Y,,1-Jan,6,4,,$25.00,25.0000,$0.00,0.00%,,,,,
Lake Houston,Parks and Recreation,Family Outdoor Wilderness Adventure Program - $60 per family of 6 ,32-69(a), 60.00 ,$60.00,,,Y,,1-Jan,6,4,,$60.00,60.0000,$0.00,0.00%,,,,,
